station_id,timestamp,temperature_c,humidity_pct,pressure_hpa,wind_speed_ms,rainfall_mm
BLR_AWS_02,2026-09-06 01:00:00+00:00,21.2,85.09,1007.88,1.53,0.0
BLR_AWS_02,2026-09-06 02:00:00+00:00,21.34,81.02,1007.76,2.75,0.0
BLR_AWS_02,2026-09-06 03:00:00+00:00,21.57,76.62,1008.06,1.73,0.0
BLR_AWS_02,2026-09-06 04:00:00+00:00,24.06,74.78,1008.6,2.96,0.0
BLR_AWS_02,2026-09-06 05:00:00+00:00,25.27,70.53,1009.32,1.93,0.32
BLR_AWS_02,2026-09-06 06:00:00+00:00,25.58,68.33,1009.65,3.76,0.0
BLR_AWS_02,2026-09-06 07:00:00+00:00,27.89,65.84,1008.19,2.97,0.0
BLR_AWS_02,2026-09-06 08:00:00+00:00,28.03,60.49,1008.57,2.11,0.0
BLR_AWS_02,2026-09-06 09:00:00+00:00,29.89,58.62,1006.81,3.04,0.0
BLR_AWS_02,2026-09-06 10:00:00+00:00,29.96,51.65,1008.76,2.45,0.0
BLR_AWS_02,2026-09-06 11:00:00+00:00,30.9,54.55,1010.18,1.85,0.0
BLR_AWS_02,2026-09-06 12:00:00+00:00,30.91,51.27,1008.68,3.43,0.0
BLR_AWS_02,2026-09-06 13:00:00+00:00,30.31,54.14,1008.01,1.92,0.0
BLR_AWS_02,2026-09-06 14:00:00+00:00,30.46,51.83,1009.28,2.72,0.0
BLR_AWS_02,2026-09-06 15:00:00+00:00,30.1,57.04,1008.85,3.19,0.0
BLR_AWS_02,2026-09-06 16:00:00+00:00,28.1,55.33,1009.14,4.24,0.0
BLR_AWS_02,2026-09-06 17:00:00+00:00,27.86,65.52,1009.47,2.32,0.0
BLR_AWS_02,2026-09-06 18:00:00+00:00,26.53,70.21,1009.2,3.04,0.0
BLR_AWS_02,2026-09-06 19:00:00+00:00,25.08,71.48,1008.73,2.64,0.0
BLR_AWS_02,2026-09-06 20:00:00+00:00,24.41,75.01,1009.35,2.86,0.01
BLR_AWS_02,2026-09-06 21:00:00+00:00,22.78,76.57,1008.18,2.76,0.0
BLR_AWS_02,2026-09-06 22:00:00+00:00,21.99,81.92,1008.37,3.21,0.0
BLR_AWS_02,2026-09-06 23:00:00+00:00,20.99,83.51,1008.57,5.37,0.0
BLR_AWS_02,2026-09-07 00:00:00+00:00,20.62,85.1,1009.04,3.21,0.0
BLR_AWS_02,2026-09-07 01:00:00+00:00,22.0,87.28,1009.39,3.98,0.0
BLR_AWS_02,2026-09-07 02:00:00+00:00,21.69,81.15,1008.88,1.92,0.0
BLR_AWS_02,2026-09-07 03:00:00+00:00,22.68,82.22,1010.91,3.33,0.0
BLR_AWS_02,2026-09-07 04:00:00+00:00,23.95,74.19,1009.58,5.11,0.72
BLR_AWS_02,2026-09-07 05:00:00+00:00,24.85,70.96,1010.55,3.69,0.0
BLR_AWS_02,2026-09-07 06:00:00+00:00,26.63,67.55,1009.57,3.21,0.0
BLR_AWS_02,2026-09-07 07:00:00+00:00,27.77,62.79,1009.86,4.99,0.0
BLR_AWS_02,2026-09-07 08:00:00+00:00,29.16,59.15,1009.53,5.24,0.0
BLR_AWS_02,2026-09-07 09:00:00+00:00,29.26,57.75,1010.11,5.46,0.0
BLR_AWS_02,2026-09-07 10:00:00+00:00,30.69,57.32,1009.93,5.15,0.0
BLR_AWS_02,2026-09-07 11:00:00+00:00,34.0,96.0,1018.5,0.8,0.0
BLR_AWS_02,2026-09-07 12:00:00+00:00,31.44,52.27,1009.25,4.93,0.0
BLR_AWS_02,2026-09-07 13:00:00+00:00,31.11,53.88,1010.07,4.83,0.0
BLR_AWS_02,2026-09-07 14:00:00+00:00,30.92,55.82,1009.21,4.98,0.0
BLR_AWS_02,2026-09-07 15:00:00+00:00,29.64,56.93,1009.99,4.51,0.0
BLR_AWS_02,2026-09-07 16:00:00+00:00,29.41,61.09,1010.11,4.45,0.0
BLR_AWS_02,2026-09-07 17:00:00+00:00,28.07,64.67,1011.25,4.94,0.0
BLR_AWS_02,2026-09-07 18:00:00+00:00,27.26,67.79,1008.51,4.26,0.0
BLR_AWS_02,2026-09-07 19:00:00+00:00,25.16,73.67,1010.38,4.08,0.0
BLR_AWS_02,2026-09-07 20:00:00+00:00,24.08,74.84,1009.73,3.99,0.0
BLR_AWS_02,2026-09-07 21:00:00+00:00,23.5,80.87,1008.94,5.47,0.0
BLR_AWS_02,2026-09-07 22:00:00+00:00,22.54,80.95,1009.36,4.78,0.0
BLR_AWS_02,2026-09-07 23:00:00+00:00,22.4,80.47,1009.71,4.87,0.0
DEL_AWS_03,2026-09-01 00:00:00+00:00,26.09,80.58,1008.23,6.05,0.0
DEL_AWS_03,2026-09-01 01:00:00+00:00,26.33,80.12,1008.58,5.17,0.0
DEL_AWS_03,2026-09-01 02:00:00+00:00,26.55,80.56,1008.48,6.02,0.18
DEL_AWS_03,2026-09-01 03:00:00+00:00,27.23,80.59,1008.12,4.64,0.59
DEL_AWS_03,2026-09-01 04:00:00+00:00,28.52,74.72,1008.23,4.48,0.0
DEL_AWS_03,2026-09-01 05:00:00+00:00,29.8,70.93,1008.27,4.36,0.51
DEL_AWS_03,2026-09-01 06:00:00+00:00,30.59,67.37,1007.73,4.38,0.0
DEL_AWS_03,2026-09-01 07:00:00+00:00,31.25,65.52,1008.41,3.94,1.36
DEL_AWS_03,2026-09-01 08:00:00+00:00,33.6,63.58,1007.54,4.38,0.0
DEL_AWS_03,2026-09-01 09:00:00+00:00,34.24,56.55,1007.03,4.46,0.0
DEL_AWS_03,2026-09-01 10:00:00+00:00,34.57,55.44,1008.16,4.72,0.0
DEL_AWS_03,2026-09-01 11:00:00+00:00,35.77,58.35,1006.15,3.81,0.0
DEL_AWS_03,2026-09-01 12:00:00+00:00,35.87,55.47,1007.26,4.89,0.0
DEL_AWS_03,2026-09-01 13:00:00+00:00,36.0,56.66,1006.58,4.68,0.0
DEL_AWS_03,2026-09-01 14:00:00+00:00,34.83,53.49,1008.75,3.93,0.0
DEL_AWS_03,2026-09-01 15:00:00+00:00,34.8,58.49,1008.77,4.03,0.07
DEL_AWS_03,2026-09-01 16:00:00+00:00,32.8,60.43,1006.81,3.38,0.0
DEL_AWS_03,2026-09-01 17:00:00+00:00,31.76,60.4,1007.36,2.9,0.0
DEL_AWS_03,2026-09-01 18:00:00+00:00,30.58,65.38,1006.77,3.14,0.0
DEL_AWS_03,2026-09-01 19:00:00+00:00,29.45,76.8,1007.2,3.44,0.0
DEL_AWS_03,2026-09-01 20:00:00+00:00,28.1,74.15,1006.65,2.91,0.0
DEL_AWS_03,2026-09-01 21:00:00+00:00,26.94,80.54,1006.54,2.91,0.0
DEL_AWS_03,2026-09-01 22:00:00+00:00,25.32,78.14,1006.96,3.63,0.0
DEL_AWS_03,2026-09-01 23:00:00+00:00,26.03,81.51,1006.82,2.74,0.0
DEL_AWS_03,2026-09-02 00:00:00+00:00,25.3,81.4,1005.16,2.58,0.0
DEL_AWS_03,2026-09-02 01:00:00+00:00,26.25,81.61,1006.98,2.87,0.0
DEL_AWS_03,2026-09-02 02:00:00+00:00,25.55,83.53,1006.5,2.91,0.0
DEL_AWS_03,2026-09-02 03:00:00+00:00,26.9,79.97,1006.79,3.26,0.0
DEL_AWS_03,2026-09-02 04:00:00+00:00,27.31,75.7,1006.46,2.59,0.0
DEL_AWS_03,2026-09-02 05:00:00+00:00,30.2,71.01,1005.07,3.17,0.0
DEL_AWS_03,2026-09-02 06:00:00+00:00,30.7,68.77,1005.95,3.83,0.0
DEL_AWS_03,2026-09-02 07:00:00+00:00,31.11,62.15,1006.17,3.53,0.0
DEL_AWS_03,2026-09-02 08:00:00+00:00,32.84,60.97,1006.23,3.04,0.0
DEL_AWS_03,2026-09-02 09:00:00+00:00,32.89,59.5,1007.4,2.97,0.0
DEL_AWS_03,2026-09-02 10:00:00+00:00,34.0,54.27,1005.48,2.23,0.0
DEL_AWS_03,2026-09-02 11:00:00+00:00,34.52,52.74,1006.26,2.24,0.0
DEL_AWS_03,2026-09-02 12:00:00+00:00,34.85,52.62,1005.01,1.76,0.0
DEL_AWS_03,2026-09-02 13:00:00+00:00,34.17,55.8,1007.49,1.99,0.0
DEL_AWS_03,2026-09-02 14:00:00+00:00,34.16,54.98,1006.52,2.31,0.0
DEL_AWS_03,2026-09-02 15:00:00+00:00,33.05,56.74,1004.85,2.05,0.0
DEL_AWS_03,2026-09-02 16:00:00+00:00,32.8,59.9,1006.92,2.57,0.0
DEL_AWS_03,2026-09-02 17:00:00+00:00,30.55,61.44,1006.45,0.9,0.0
DEL_AWS_03,2026-09-02 18:00:00+00:00,30.7,72.02,1006.5,2.7,0.0
DEL_AWS_03,2026-09-02 19:00:00+00:00,28.12,70.31,1005.16,1.78,0.0
DEL_AWS_03,2026-09-02 20:00:00+00:00,26.48,76.85,1005.28,2.59,0.0
DEL_AWS_03,2026-09-02 21:00:00+00:00,26.21,82.81,1006.22,3.1,0.0
DEL_AWS_03,2026-09-02 22:00:00+00:00,24.93,81.88,1005.69,2.45,0.0
DEL_AWS_03,2026-09-02 23:00:00+00:00,24.27,82.92,1006.19,3.82,0.0
DEL_AWS_03,2026-09-03 00:00:00+00:00,24.89,82.3,1006.19,2.41,0.0
DEL_AWS_03,2026-09-03 01:00:00+00:00,24.84,80.38,1005.99,3.0,0.0
DEL_AWS_03,2026-09-03 02:00:00+00:00,24.57,83.26,1005.37,2.35,0.0
DEL_AWS_03,2026-09-03 03:00:00+00:00,26.25,74.25,1007.9,2.7,0.0
DEL_AWS_03,2026-09-03 04:00:00+00:00,27.12,76.01,1006.37,3.43,0.0
DEL_AWS_03,2026-09-03 05:00:00+00:00,28.85,71.51,1005.92,3.77,0.0
DEL_AWS_03,2026-09-03 06:00:00+00:00,29.9,68.35,1006.01,2.89,0.0
DEL_AWS_03,2026-09-03 07:00:00+00:00,31.3,66.1,1005.75,2.74,0.0
DEL_AWS_03,2026-09-03 08:00:00+00:00,31.77,62.05,1006.72,3.72,0.0
DEL_AWS_03,2026-09-03 09:00:00+00:00,33.3,58.68,1006.36,3.04,0.0
DEL_AWS_03,2026-09-03 10:00:00+00:00,34.38,56.28,1006.33,4.31,0.16
DEL_AWS_03,2026-09-03 11:00:00+00:00,34.23,52.52,1006.18,3.57,0.0
DEL_AWS_03,2026-09-03 12:00:00+00:00,33.62,53.38,1006.13,3.19,0.0
DEL_AWS_03,2026-09-03 13:00:00+00:00,34.31,53.66,1006.04,3.36,0.0
DEL_AWS_03,2026-09-03 14:00:00+00:00,33.64,53.32,1006.76,3.81,0.0
DEL_AWS_03,2026-09-03 15:00:00+00:00,32.59,57.15,1006.26,4.06,0.0
DEL_AWS_03,2026-09-03 16:00:00+00:00,32.95,58.14,1004.12,4.26,0.0
DEL_AWS_03,2026-09-03 17:00:00+00:00,30.94,64.46,1005.5,4.76,0.0
DEL_AWS_03,2026-09-03 18:00:00+00:00,30.25,68.91,1007.05,6.22,0.0
DEL_AWS_03,2026-09-03 19:00:00+00:00,28.5,73.48,1005.06,4.34,0.0
DEL_AWS_03,2026-09-03 20:00:00+00:00,27.49,75.77,1005.8,5.21,0.08
DEL_AWS_03,2026-09-03 21:00:00+00:00,26.41,80.63,1006.23,3.94,0.0
DEL_AWS_03,2026-09-03 22:00:00+00:00,25.89,82.56,1006.64,4.68,0.0
DEL_AWS_03,2026-09-03 23:00:00+00:00,25.6,83.85,1006.46,5.97,0.0
DEL_AWS_03,2026-09-04 00:00:00+00:00,26.28,84.67,1007.22,5.49,0.0
DEL_AWS_03,2026-09-04 01:00:00+00:00,25.44,84.39,1006.74,4.46,0.0
DEL_AWS_03,2026-09-04 02:00:00+00:00,26.45,80.18,1006.64,5.1,0.0
DEL_AWS_03,2026-09-04 03:00:00+00:00,26.77,78.23,1005.71,3.7,0.66
DEL_AWS_03,2026-09-04 04:00:00+00:00,28.71,76.04,1007.18,3.9,0.0
DEL_AWS_03,2026-09-04 05:00:00+00:00,29.75,72.54,1007.48,5.82,0.0
DEL_AWS_03,2026-09-04 06:00:00+00:00,31.45,66.38,1006.24,5.48,0.0
DEL_AWS_03,2026-09-04 07:00:00+00:00,33.38,62.75,1007.04,4.56,0.0
DEL_AWS_03,2026-09-04 08:00:00+00:00,33.76,60.21,1006.99,3.94,0.0
DEL_AWS_03,2026-09-04 09:00:00+00:00,34.47,55.35,1006.87,2.76,0.0
DEL_AWS_03,2026-09-04 10:00:00+00:00,37.15,56.42,1007.06,4.38,0.0
DEL_AWS_03,2026-09-04 11:00:00+00:00,37.59,53.9,1007.88,4.01,0.0
DEL_AWS_03,2026-09-04 12:00:00+00:00,37.17,53.04,1007.67,4.87,0.0
DEL_AWS_03,2026-09-04 13:00:00+00:00,37.36,52.18,1005.75,4.57,0.0
DEL_AWS_03,2026-09-04 14:00:00+00:00,36.61,55.1,1007.44,4.5,0.0
DEL_AWS_03,2026-09-04 15:00:00+00:00,34.84,55.71,1007.11,4.12,0.0
DEL_AWS_03,2026-09-04 16:00:00+00:00,34.9,57.54,1007.33,5.33,2.21
DEL_AWS_03,2026-09-04 17:00:00+00:00,34.11,64.21,1007.37,3.63,0.0
DEL_AWS_03,2026-09-04 18:00:00+00:00,29.23,67.43,1008.48,4.38,0.0
DEL_AWS_03,2026-09-04 19:00:00+00:00,28.27,71.22,1006.74,5.01,0.0
DEL_AWS_03,2026-09-04 20:00:00+00:00,26.57,73.24,1007.55,4.13,0.0
DEL_AWS_03,2026-09-04 21:00:00+00:00,26.06,79.72,1007.01,3.6,0.0
DEL_AWS_03,2026-09-04 22:00:00+00:00,24.41,81.32,1009.26,3.61,0.08
DEL_AWS_03,2026-09-04 23:00:00+00:00,25.64,79.08,1007.51,3.45,0.0
DEL_AWS_03,2026-09-05 00:00:00+00:00,23.87,82.52,1007.67,3.82,0.0
DEL_AWS_03,2026-09-05 01:00:00+00:00,24.72,83.09,1007.75,2.18,0.0
DEL_AWS_03,2026-09-05 02:00:00+00:00,25.3,79.8,1008.41,3.23,0.0
DEL_AWS_03,2026-09-05 03:00:00+00:00,26.0,76.37,1007.5,3.7,0.0
DEL_AWS_03,2026-09-05 04:00:00+00:00,26.66,76.35,1009.28,3.27,0.0
DEL_AWS_03,2026-09-05 05:00:00+00:00,28.6,71.51,1008.75,2.04,0.0
DEL_AWS_03,2026-09-05 06:00:00+00:00,30.04,67.19,1008.04,3.03,0.0
DEL_AWS_03,2026-09-05 07:00:00+00:00,30.95,63.24,1007.88,3.0,0.0
DEL_AWS_03,2026-09-05 08:00:00+00:00,32.53,60.17,1008.05,3.61,0.0
DEL_AWS_03,2026-09-05 09:00:00+00:00,33.37,57.66,1008.64,3.03,0.0
DEL_AWS_03,2026-09-05 10:00:00+00:00,33.77,56.43,1007.25,3.18,0.0
DEL_AWS_03,2026-09-05 11:00:00+00:00,34.29,52.44,1007.63,2.52,0.0
DEL_AWS_03,2026-09-05 12:00:00+00:00,34.62,54.24,1008.83,2.85,0.0
DEL_AWS_03,2026-09-05 13:00:00+00:00,34.91,58.25,1008.25,3.07,0.0
DEL_AWS_03,2026-09-05 14:00:00+00:00,34.11,56.67,1008.79,3.42,0.0
DEL_AWS_03,2026-09-05 15:00:00+00:00,33.61,55.01,1008.55,1.62,0.0
DEL_AWS_03,2026-09-05 16:00:00+00:00,31.25,60.86,1009.3,2.6,0.0
DEL_AWS_03,2026-09-05 17:00:00+00:00,31.71,65.45,1008.39,2.6,0.0
DEL_AWS_03,2026-09-05 18:00:00+00:00,29.18,68.58,1008.76,2.24,0.0
DEL_AWS_03,2026-09-05 19:00:00+00:00,29.02,67.28,1008.65,1.59,0.0
DEL_AWS_03,2026-09-05 20:00:00+00:00,27.84,73.43,1009.68,2.64,0.0
DEL_AWS_03,2026-09-05 21:00:00+00:00,26.05,76.45,1009.87,2.74,0.0
DEL_AWS_03,2026-09-05 22:00:00+00:00,26.12,80.54,1008.9,3.36,0.0
DEL_AWS_03,2026-09-05 23:00:00+00:00,25.02,82.9,1010.63,2.67,0.0
DEL_AWS_03,2026-09-06 00:00:00+00:00,25.34,85.52,1009.87,1.4,0.0
DEL_AWS_03,2026-09-06 01:00:00+00:00,25.79,83.93,1009.49,1.83,0.0
DEL_AWS_03,2026-09-06 02:00:00+00:00,26.15,80.66,1009.88,3.18,0.0
DEL_AWS_03,2026-09-06 03:00:00+00:00,27.07,78.47,1010.31,3.27,0.0
DEL_AWS_03,2026-09-06 04:00:00+00:00,28.14,74.39,1009.2,1.93,0.0
DEL_AWS_03,2026-09-06 05:00:00+00:00,29.47,73.57,1010.08,2.84,0.0
DEL_AWS_03,2026-09-06 06:00:00+00:00,29.82,67.3,1010.16,3.45,0.0
DEL_AWS_03,2026-09-06 07:00:00+00:00,31.61,64.94,1010.25,2.24,0.0
DEL_AWS_03,2026-09-06 08:00:00+00:00,33.09,60.59,1009.74,2.57,0.0
DEL_AWS_03,2026-09-06 09:00:00+00:00,33.82,57.88,1009.94,4.1,0.0
DEL_AWS_03,2026-09-06 10:00:00+00:00,34.53,53.46,1010.29,2.95,0.0
DEL_AWS_03,2026-09-06 11:00:00+00:00,34.97,54.9,1010.61,4.68,0.0
DEL_AWS_03,2026-09-06 12:00:00+00:00,35.29,53.26,1008.61,3.71,0.0
DEL_AWS_03,2026-09-06 13:00:00+00:00,35.87,50.78,1010.73,2.91,0.0
DEL_AWS_03,2026-09-06 14:00:00+00:00,34.59,51.94,1009.12,4.49,0.14
DEL_AWS_03,2026-09-06 15:00:00+00:00,34.68,59.46,1009.09,4.08,0.0
DEL_AWS_03,2026-09-06 16:00:00+00:00,32.86,60.97,1009.26,3.15,0.0
DEL_AWS_03,2026-09-06 17:00:00+00:00,31.26,64.26,1011.01,3.48,0.0
DEL_AWS_03,2026-09-06 18:00:00+00:00,29.75,66.33,1008.92,3.55,0.0
DEL_AWS_03,2026-09-06 19:00:00+00:00,28.51,71.65,1010.64,3.19,0.0
DEL_AWS_03,2026-09-06 20:00:00+00:00,27.78,75.82,1009.6,3.99,0.0
DEL_AWS_03,2026-09-06 21:00:00+00:00,27.76,80.85,1010.83,4.97,0.0
DEL_AWS_03,2026-09-06 22:00:00+00:00,25.8,79.34,1010.71,4.52,0.0
DEL_AWS_03,2026-09-06 23:00:00+00:00,25.72,82.99,1011.16,4.91,0.0
DEL_AWS_03,2026-09-07 00:00:00+00:00,25.55,82.92,1008.93,4.82,0.0
DEL_AWS_03,2026-09-07 01:00:00+00:00,25.79,83.38,1009.73,4.81,0.0
DEL_AWS_03,2026-09-07 02:00:00+00:00,26.33,80.68,1010.15,4.31,0.0
DEL_AWS_03,2026-09-07 03:00:00+00:00,26.42,77.82,1011.16,4.27,0.32
DEL_AWS_03,2026-09-07 04:00:00+00:00,27.61,76.74,1009.63,4.83,0.0
DEL_AWS_03,2026-09-07 05:00:00+00:00,29.56,72.9,1009.48,4.06,0.0
DEL_AWS_03,2026-09-07 06:00:00+00:00,30.67,66.71,1010.43,5.73,0.0
DEL_AWS_03,2026-09-07 07:00:00+00:00,32.18,64.93,1008.96,4.84,0.0
DEL_AWS_03,2026-09-07 08:00:00+00:00,33.59,62.1,1009.39,4.73,0.0
DEL_AWS_03,2026-09-07 09:00:00+00:00,34.3,58.77,1008.7,4.89,0.0
DEL_AWS_03,2026-09-07 10:00:00+00:00,35.17,56.31,1009.72,5.69,0.0
DEL_AWS_03,2026-09-07 11:00:00+00:00,35.9,51.68,1008.72,3.23,0.0
DEL_AWS_03,2026-09-07 12:00:00+00:00,35.45,54.55,1009.56,4.59,0.0
DEL_AWS_03,2026-09-07 13:00:00+00:00,35.21,53.52,1010.36,4.57,0.66
DEL_AWS_03,2026-09-07 14:00:00+00:00,34.45,56.47,1009.58,4.34,0.04
DEL_AWS_03,2026-09-07 15:00:00+00:00,34.27,57.69,1009.25,4.71,0.0
DEL_AWS_03,2026-09-07 16:00:00+00:00,32.68,59.01,1011.77,5.29,0.0
DEL_AWS_03,2026-09-07 17:00:00+00:00,32.42,63.28,1009.2,5.06,0.0
DEL_AWS_03,2026-09-07 18:00:00+00:00,30.59,68.59,1009.69,2.73,0.0
DEL_AWS_03,2026-09-07 19:00:00+00:00,29.82,68.03,1008.61,4.21,0.0
DEL_AWS_03,2026-09-07 20:00:00+00:00,28.54,76.37,1009.84,4.54,0.0
DEL_AWS_03,2026-09-07 21:00:00+00:00,26.58,79.25,1008.82,4.4,0.0
DEL_AWS_03,2026-09-07 22:00:00+00:00,26.07,80.46,1010.15,4.58,0.0
DEL_AWS_03,2026-09-07 23:00:00+00:00,25.62,83.25,1008.87,3.64,0.0
